outcome,feature_set,task,repeat,fold,feature,score_drop
delta_pos,published_litraj,classification,3,2,litraj_max_weighted_mean_oxidation,0.07999999999999985
delta_pos,published_litraj,classification,3,2,litraj_max_volume,0.078095238095238
delta_pos,published_litraj,classification,3,2,litraj_min_mean_covalent_radius,0.08190476190476192
delta_pos,published_litraj,classification,3,3,litraj_min_volume,0.14444444444444443
delta_pos,published_litraj,classification,3,3,litraj_edge_length,0.016666666666666663
delta_pos,published_litraj,classification,3,3,litraj_max_weighted_mean_oxidation,0.013888888888888895
delta_pos,published_litraj,classification,3,3,litraj_max_volume,-0.26388888888888895
delta_pos,published_litraj,classification,3,3,litraj_min_mean_covalent_radius,0.005555555555555536
delta_pos,published_litraj,classification,3,4,litraj_min_volume,0.041189931350114395
delta_pos,published_litraj,classification,3,4,litraj_edge_length,-0.03890160183066366
delta_pos,published_litraj,classification,3,4,litraj_max_weighted_mean_oxidation,0.020594965675057197
delta_pos,published_litraj,classification,3,4,litraj_max_volume,-0.02745995423340969
delta_pos,published_litraj,classification,3,4,litraj_min_mean_covalent_radius,-0.016018306636155666
delta_pos,published_litraj,classification,4,0,litraj_min_volume,-0.10789049919484706
delta_pos,published_litraj,classification,4,0,litraj_edge_length,-0.0016103059581320522
delta_pos,published_litraj,classification,4,0,litraj_max_weighted_mean_oxidation,-0.01449275362318847
delta_pos,published_litraj,classification,4,0,litraj_max_volume,0.03703703703703698
delta_pos,published_litraj,classification,4,0,litraj_min_mean_covalent_radius,-0.020933977455716568
delta_pos,published_litraj,classification,4,1,litraj_min_volume,-0.018823529411764683
delta_pos,published_litraj,classification,4,1,litraj_edge_length,-0.014117647058823457
delta_pos,published_litraj,classification,4,1,litraj_max_weighted_mean_oxidation,-0.09411764705882342
delta_pos,published_litraj,classification,4,1,litraj_max_volume,-0.12705882352941178
delta_pos,published_litraj,classification,4,1,litraj_min_mean_covalent_radius,0.04705882352941182
delta_pos,published_litraj,classification,4,2,litraj_min_volume,-0.03359683794466406
delta_pos,published_litraj,classification,4,2,litraj_edge_length,-0.035573122529644285
delta_pos,published_litraj,classification,4,2,litraj_max_weighted_mean_oxidation,-0.08498023715415026
delta_pos,published_litraj,classification,4,2,litraj_max_volume,-0.07905138339920947
delta_pos,published_litraj,classification,4,2,litraj_min_mean_covalent_radius,0.045454545454545414
delta_pos,published_litraj,classification,4,3,litraj_min_volume,-0.004576659038901643
delta_pos,published_litraj,classification,4,3,litraj_edge_length,-0.0983981693363844
delta_pos,published_litraj,classification,4,3,litraj_max_weighted_mean_oxidation,0.07780320366132715
delta_pos,published_litraj,classification,4,3,litraj_max_volume,0.01830663615560635
delta_pos,published_litraj,classification,4,3,litraj_min_mean_covalent_radius,-0.1395881006864989
delta_pos,published_litraj,classification,4,4,litraj_min_volume,0.05750000000000005
delta_pos,published_litraj,classification,4,4,litraj_edge_length,-0.09749999999999998
delta_pos,published_litraj,classification,4,4,litraj_max_weighted_mean_oxidation,-0.10999999999999993
delta_pos,published_litraj,classification,4,4,litraj_max_volume,-0.08249999999999996
delta_pos,published_litraj,classification,4,4,litraj_min_mean_covalent_radius,-0.12999999999999995
delta_pos,published_litraj,classification,5,0,litraj_min_volume,0.0724637681159419
delta_pos,published_litraj,classification,5,0,litraj_edge_length,-0.1304347826086958
delta_pos,published_litraj,classification,5,0,litraj_max_weighted_mean_oxidation,0.05507246376811581
delta_pos,published_litraj,classification,5,0,litraj_max_volume,0.02608695652173898
delta_pos,published_litraj,classification,5,0,litraj_min_mean_covalent_radius,0.06376811594202891
delta_pos,published_litraj,classification,5,1,litraj_min_volume,0.0033333333333332993
delta_pos,published_litraj,classification,5,1,litraj_edge_length,-0.0033333333333334103
delta_pos,published_litraj,classification,5,1,litraj_max_weighted_mean_oxidation,0.15999999999999992
delta_pos,published_litraj,classification,5,1,litraj_max_volume,0.09666666666666662
delta_pos,published_litraj,classification,5,1,litraj_min_mean_covalent_radius,-0.0033333333333334103
delta_pos,published_litraj,classification,5,2,litraj_min_volume,-0.021818181818181848
delta_pos,published_litraj,classification,5,2,litraj_edge_length,-0.027272727272727282
delta_pos,published_litraj,classification,5,2,litraj_max_weighted_mean_oxidation,-0.0345454545454546
delta_pos,published_litraj,classification,5,2,litraj_max_volume,-0.01272727272727281
delta_pos,published_litraj,classification,5,2,litraj_min_mean_covalent_radius,0.021818181818181792
delta_pos,published_litraj,classification,5,3,litraj_min_volume,-0.036800000000000055
delta_pos,published_litraj,classification,5,3,litraj_edge_length,-0.019200000000000106
delta_pos,published_litraj,classification,5,3,litraj_max_weighted_mean_oxidation,0.06399999999999983
delta_pos,published_litraj,classification,5,3,litraj_max_volume,-0.027200000000000113
delta_pos,published_litraj,classification,5,3,litraj_min_mean_covalent_radius,0.15999999999999992
delta_pos,published_litraj,classification,5,4,litraj_min_volume,-0.0016666666666667052
delta_pos,published_litraj,classification,5,4,litraj_edge_length,0.039999999999999925
delta_pos,published_litraj,classification,5,4,litraj_max_weighted_mean_oxidation,0.10833333333333328
delta_pos,published_litraj,classification,5,4,litraj_max_volume,-0.028333333333333377
delta_pos,published_litraj,classification,5,4,litraj_min_mean_covalent_radius,0.08833333333333326
delta_pos,published_litraj,classification,6,0,litraj_min_volume,0.024038461538461564
delta_pos,published_litraj,classification,6,0,litraj_edge_length,0.03846153846153849
delta_pos,published_litraj,classification,6,0,litraj_max_weighted_mean_oxidation,0.019230769230769218
delta_pos,published_litraj,classification,6,0,litraj_max_volume,-0.04807692307692307
delta_pos,published_litraj,classification,6,0,litraj_min_mean_covalent_radius,0.022435897435897467
delta_pos,published_litraj,classification,6,1,litraj_min_volume,0.10204081632653073
delta_pos,published_litraj,classification,6,1,litraj_edge_length,-0.010204081632652962
delta_pos,published_litraj,classification,6,1,litraj_max_weighted_mean_oxidation,0.1428571428571429
delta_pos,published_litraj,classification,6,1,litraj_max_volume,-0.0663265306122448
delta_pos,published_litraj,classification,6,1,litraj_min_mean_covalent_radius,0.03571428571428581
delta_pos,published_litraj,classification,6,2,litraj_min_volume,-0.06562499999999993
delta_pos,published_litraj,classification,6,2,litraj_edge_length,0.0
delta_pos,published_litraj,classification,6,2,litraj_max_weighted_mean_oxidation,-0.04062499999999991
delta_pos,published_litraj,classification,6,2,litraj_max_volume,0.0
delta_pos,published_litraj,classification,6,2,litraj_min_mean_covalent_radius,0.009375000000000022
delta_pos,published_litraj,classification,6,3,litraj_min_volume,-0.040868454661557974
delta_pos,published_litraj,classification,6,3,litraj_edge_length,-0.04469987228607908
delta_pos,published_litraj,classification,6,3,litraj_max_weighted_mean_oxidation,0.01660280970625816
delta_pos,published_litraj,classification,6,3,litraj_max_volume,-0.025542784163473775
delta_pos,published_litraj,classification,6,3,litraj_min_mean_covalent_radius,0.034482758620689835
delta_pos,published_litraj,classification,6,4,litraj_min_volume,-0.011904761904761807
delta_pos,published_litraj,classification,6,4,litraj_edge_length,0.0019841269841270326
delta_pos,published_litraj,classification,6,4,litraj_max_weighted_mean_oxidation,-0.1388888888888889
delta_pos,published_litraj,classification,6,4,litraj_max_volume,0.015873015873015872
delta_pos,published_litraj,classification,6,4,litraj_min_mean_covalent_radius,-0.031746031746031744
delta_pos,published_litraj,classification,7,0,litraj_min_volume,-0.05379310344827587
delta_pos,published_litraj,classification,7,0,litraj_edge_length,0.0055172413793103114
delta_pos,published_litraj,classification,7,0,litraj_max_weighted_mean_oxidation,-0.056551724137931025
delta_pos,published_litraj,classification,7,0,litraj_max_volume,-0.0096551724137931
delta_pos,published_litraj,classification,7,0,litraj_min_mean_covalent_radius,-0.10068965517241374
delta_pos,published_litraj,classification,7,1,litraj_min_volume,0.017316017316017285
delta_pos,published_litraj,classification,7,1,litraj_edge_length,0.06493506493506496
delta_pos,published_litraj,classification,7,1,litraj_max_weighted_mean_oxidation,-0.08658008658008653
delta_pos,published_litraj,classification,7,1,litraj_max_volume,0.019480519480519543
delta_pos,published_litraj,classification,7,1,litraj_min_mean_covalent_radius,0.05411255411255411
delta_pos,published_litraj,classification,7,2,litraj_min_volume,0.01754385964912275
delta_pos,published_litraj,classification,7,2,litraj_edge_length,0.061403508771929904
delta_pos,published_litraj,classification,7,2,litraj_max_weighted_mean_oxidation,0.02631578947368418
delta_pos,published_litraj,classification,7,2,litraj_max_volume,0.02631578947368418
delta_pos,published_litraj,classification,7,2,litraj_min_mean_covalent_radius,0.0
delta_pos,published_litraj,classification,7,3,litraj_min_volume,0.07908163265306123
delta_pos,published_litraj,classification,7,3,litraj_edge_length,0.08418367346938777
delta_pos,published_litraj,classification,7,3,litraj_max_weighted_mean_oxidation,0.030612244897959218
delta_pos,published_litraj,classification,7,3,litraj_max_volume,-0.06377551020408151
delta_pos,published_litraj,classification,7,3,litraj_min_mean_covalent_radius,0.028061224489795922
delta_pos,published_litraj,classification,7,4,litraj_min_volume,-0.09625668449197872
delta_pos,published_litraj,classification,7,4,litraj_edge_length,-0.16577540106951877
delta_pos,published_litraj,classification,7,4,litraj_max_weighted_mean_oxidation,0.014260249554367166
delta_pos,published_litraj,classification,7,4,litraj_max_volume,0.06238859180035644
delta_pos,published_litraj,classification,7,4,litraj_min_mean_covalent_radius,0.032085561497326165
delta_pos,published_litraj,classification,8,0,litraj_min_volume,-0.014005602240896309
delta_pos,published_litraj,classification,8,0,litraj_edge_length,5.551115123125783e-17
delta_pos,published_litraj,classification,8,0,litraj_max_weighted_mean_oxidation,0.014005602240896364
delta_pos,published_litraj,classification,8,0,litraj_max_volume,0.09243697478991597
delta_pos,published_litraj,classification,8,0,litraj_min_mean_covalent_radius,0.04201680672268909
delta_pos,published_litraj,classification,8,1,litraj_min_volume,0.009404388714733591
delta_pos,published_litraj,classification,8,1,litraj_edge_length,0.0329153605015674
delta_pos,published_litraj,classification,8,1,litraj_max_weighted_mean_oxidation,0.050156739811912376
delta_pos,published_litraj,classification,8,1,litraj_max_volume,0.07210031347962398
delta_pos,published_litraj,classification,8,1,litraj_min_mean_covalent_radius,0.017241379310344862
delta_pos,published_litraj,classification,8,2,litraj_min_volume,-0.02840909090909094
delta_pos,published_litraj,classification,8,2,litraj_edge_length,0.07954545454545459
delta_pos,published_litraj,classification,8,2,litraj_max_weighted_mean_oxidation,0.09943181818181812
delta_pos,published_litraj,classification,8,2,litraj_max_volume,-0.005681818181818177
delta_pos,published_litraj,classification,8,2,litraj_min_mean_covalent_radius,0.11363636363636365
delta_pos,published_litraj,classification,8,3,litraj_min_volume,-0.0029761904761904656
delta_pos,published_litraj,classification,8,3,litraj_edge_length,-0.004464285714285698
delta_pos,published_litraj,classification,8,3,litraj_max_weighted_mean_oxidation,-0.1651785714285714
delta_pos,published_litraj,classification,8,3,litraj_max_volume,-0.14136904761904756
delta_pos,published_litraj,classification,8,3,litraj_min_mean_covalent_radius,-0.044642857142857095
delta_pos,published_litraj,classification,8,4,litraj_min_volume,-0.04643962848297217
delta_pos,published_litraj,classification,8,4,litraj_edge_length,-0.015479876160990724
delta_pos,published_litraj,classification,8,4,litraj_max_weighted_mean_oxidation,-0.10835913312693496
delta_pos,published_litraj,classification,8,4,litraj_max_volume,-0.009287925696594423
delta_pos,published_litraj,classification,8,4,litraj_min_mean_covalent_radius,0.06191950464396284
delta_pos,published_litraj,classification,9,0,litraj_min_volume,0.03601108033241007
delta_pos,published_litraj,classification,9,0,litraj_edge_length,-0.01939058171745156
delta_pos,published_litraj,classification,9,0,litraj_max_weighted_mean_oxidation,0.07479224376731308
delta_pos,published_litraj,classification,9,0,litraj_max_volume,0.04709141274238238
delta_pos,published_litraj,classification,9,0,litraj_min_mean_covalent_radius,0.18836565096952917
delta_pos,published_litraj,classification,9,1,litraj_min_volume,-0.06666666666666665
delta_pos,published_litraj,classification,9,1,litraj_edge_length,-0.09824561403508769
delta_pos,published_litraj,classification,9,1,litraj_max_weighted_mean_oxidation,0.07719298245614037
delta_pos,published_litraj,classification,9,1,litraj_max_volume,0.045614035087719274
delta_pos,published_litraj,classification,9,1,litraj_min_mean_covalent_radius,0.12982456140350873
delta_pos,published_litraj,classification,9,2,litraj_min_volume,-0.009569377990430672
delta_pos,published_litraj,classification,9,2,litraj_edge_length,-0.04146730462519932
delta_pos,published_litraj,classification,9,2,litraj_max_weighted_mean_oxidation,0.11164274322169054
delta_pos,published_litraj,classification,9,2,litraj_max_volume,0.0350877192982455
delta_pos,published_litraj,classification,9,2,litraj_min_mean_covalent_radius,0.07017543859649122
delta_pos,published_litraj,classification,9,3,litraj_min_volume,-0.03571428571428592
delta_pos,published_litraj,classification,9,3,litraj_edge_length,-0.04428571428571437
delta_pos,published_litraj,classification,9,3,litraj_max_weighted_mean_oxidation,0.08714285714285708
delta_pos,published_litraj,classification,9,3,litraj_max_volume,0.027142857142857024
delta_pos,published_litraj,classification,9,3,litraj_min_mean_covalent_radius,-0.005714285714285783
delta_pos,published_litraj,classification,9,4,litraj_min_volume,0.01315789473684209
delta_pos,published_litraj,classification,9,4,litraj_edge_length,-0.00877192982456132
delta_pos,published_litraj,classification,9,4,litraj_max_weighted_mean_oxidation,-0.13377192982456132
delta_pos,published_litraj,classification,9,4,litraj_max_volume,-0.03947368421052627
delta_pos,published_litraj,classification,9,4,litraj_min_mean_covalent_radius,0.07456140350877194
delta_pos,simple_geometry,regression,0,0,dft_path_length,-0.01859306389256199
delta_pos,simple_geometry,regression,0,0,dft_tortuosity,-0.04837211470429348
delta_pos,simple_geometry,regression,0,0,dft_bottleneck_mean_k_distance,-0.04179299623070143
delta_pos,simple_geometry,regression,0,0,dft_coordination_range,0.028908539527756183
delta_pos,simple_geometry,regression,0,1,dft_path_length,-0.0766409918351385
