outcome,feature_set,task,model,repeat,r2,mae,spearman,roc_auc,balanced_accuracy
delta_bvse,published_plus_profiles,regression,random_forest,0,-0.03670490248953473,0.14316152190802306,0.10537633196779048,,
delta_bvse,published_plus_profiles,regression,ridge,0,-0.21306709044209882,0.1603161547072768,0.004846080591447231,,
delta_bvse,published_plus_profiles,regression,random_forest,1,-0.19101568037991368,0.15149558873985453,0.008820993671920343,,
delta_bvse,published_plus_profiles,regression,ridge,1,-0.37457413260091443,0.1670009123709705,-0.12241988470836175,,
delta_bvse,published_plus_profiles,regression,random_forest,2,-0.12610264613227784,0.14867061896705105,0.02449186591007703,,
delta_bvse,published_plus_profiles,regression,ridge,2,-0.49176844070060466,0.17685098937545776,-0.1892935428793608,,
delta_bvse,published_plus_profiles,regression,random_forest,3,-0.08922580643042388,0.14760295373137203,0.025530955748522224,,
delta_bvse,published_plus_profiles,regression,ridge,3,-0.3830443272933701,0.17301497486516956,-0.15080777401486506,,
delta_bvse,published_plus_profiles,regression,random_forest,4,-0.07654805119702468,0.1470923358776804,0.02198655494384745,,
delta_bvse,published_plus_profiles,regression,ridge,4,-0.30624881499019874,0.1663290545008019,-0.05064943114902824,,
delta_bvse,published_plus_profiles,regression,random_forest,5,-0.07026944931933543,0.14628140455127173,0.05558454438389974,,
delta_bvse,published_plus_profiles,regression,ridge,5,-0.2513294502297603,0.16323113352163993,-0.06394797788834855,,
delta_bvse,published_plus_profiles,regression,random_forest,6,-0.13537682970731613,0.15163024575653014,-0.05070690791883379,,
delta_bvse,published_plus_profiles,regression,ridge,6,-0.278415535278546,0.165519056418227,-0.13488107380129943,,
delta_bvse,published_plus_profiles,regression,random_forest,7,-0.10105909166093285,0.14973458930650058,-0.05222384384350541,,
delta_bvse,published_plus_profiles,regression,ridge,7,-0.32457961730215357,0.16778848929211265,-0.18267019040588742,,
delta_bvse,published_plus_profiles,regression,random_forest,8,-0.08323038644299974,0.14428620326002634,0.061123727199472566,,
delta_bvse,published_plus_profiles,regression,ridge,8,-0.4511475638176192,0.17431607725733186,-0.12652778325622804,,
delta_bvse,published_plus_profiles,regression,random_forest,9,-0.088108492458151,0.14639494087013324,0.05944563092024816,,
delta_bvse,published_plus_profiles,regression,ridge,9,-0.32998411327605126,0.16619591294358507,-0.06112034621301341,,
delta_bvse,published_plus_profiles,classification,logistic,0,,,,0.4743257510317689,0.5141568288703331
delta_bvse,published_plus_profiles,classification,random_forest,0,,,,0.5170361838948075,0.48699491313945675
delta_bvse,published_plus_profiles,classification,logistic,1,,,,0.4694308474901621,0.5002879355024474
delta_bvse,published_plus_profiles,classification,random_forest,1,,,,0.5366157980612343,0.5284096362414819
delta_bvse,published_plus_profiles,classification,logistic,2,,,,0.4450523082829446,0.4321911891736251
delta_bvse,published_plus_profiles,classification,random_forest,2,,,,0.5025434302716192,0.48555523562721953
delta_bvse,published_plus_profiles,classification,logistic,3,,,,0.42528073711488623,0.45143487858719644
delta_bvse,published_plus_profiles,classification,random_forest,3,,,,0.5569632402341875,0.5344082925424705
delta_bvse,published_plus_profiles,classification,logistic,4,,,,0.4988962472406181,0.5114694308474901
delta_bvse,published_plus_profiles,classification,random_forest,4,,,,0.5857567904789326,0.5515884441885017
delta_bvse,published_plus_profiles,classification,logistic,5,,,,0.4962088492177752,0.5133410116133986
delta_bvse,published_plus_profiles,classification,random_forest,5,,,,0.5737594778769555,0.5476533256550533
delta_bvse,published_plus_profiles,classification,logistic,6,,,,0.45944908340531726,0.47648526730012475
delta_bvse,published_plus_profiles,classification,random_forest,6,,,,0.4888185046549573,0.47830885881562535
delta_bvse,published_plus_profiles,classification,logistic,7,,,,0.4711584605048469,0.46304827718591035
delta_bvse,published_plus_profiles,classification,random_forest,7,,,,0.4670313849697668,0.47024666474709664
delta_bvse,published_plus_profiles,classification,logistic,8,,,,0.48920241865822056,0.512093291102793
delta_bvse,published_plus_profiles,classification,random_forest,8,,,,0.5671369613206642,0.5727037143679816
delta_bvse,published_plus_profiles,classification,logistic,9,,,,0.5348881850465497,0.5114694308474901
delta_bvse,published_plus_profiles,classification,random_forest,9,,,,0.6114790286975716,0.5859487474805644
